-82.57800044142137 -70.51300044142135 -30.000000441421356
8.523434662797857e-13-2.6106850982474863e-16j 0.0002462383110652881+0.0007527485788138006j -1.898087473508186e-12+1.4588069673521409e-12j
1.2449058272878776e-12-1.74501001377669e-12j 0.0004397200397256684+0.00047358266017788567j 6.774628427849824e-13+9.80960215702538e-13j
9.038358843347242e-13-1.4194353484123569e-12j 0.00041414015650035317+0.00024530427665890386j 8.863471926294789e-12+4.108808839717989e-12j
-1.1136904805899756e-07+4.137661320653182e-08j 0.00014391662458826428-5.473758837713864e-06j -9.954953643113172e-08+3.6992670669801216e-08j
8.733073173238464e-14+1.8830990096641138e-13j -5.144196650985731e-06-2.4830365029387875e-05j -6.138966001504922e-13+2.5626900750535837e-13j
-3.418207307422142e-21-7.370627347035403e-21j 1.7996808811918596e-12+3.063962752874507e-12j -2.212228884302446e-12-1.835809964452309e-12j
-8.811867825960485e-22+9.184176086676717e-21j -2.7665544789707924e-12+1.5550892505885336e-13j 9.477511518702587e-13+1.635809375639944e-12j
2.251316960433185e-14-2.346436850837189e-13j 0.0001247650561457511-5.7442887847246355e-05j 3.064619068964043e-12-4.570506620611382e-13j
8.048032670538699e-06-6.116385008414497e-06j -0.0002702803375149012+0.0002678657229058215j -7.1947109706669145e-06+5.467909859672229e-06j
3.3346739463568597e-13+2.717461159897996e-13j -0.00025086718115756036-0.0011534224768184574j -1.5918183057440272e-12-3.312892392194939e-11j
5.355414094307639e-13+5.064247679050329e-13j 0.0006283688035781152-0.0017335122318641097j 3.3718655295665448e-12-5.724179753771614e-13j
1.3192722499152338e-12+2.127439199505094e-12j 0.0015079200898905883-0.0013283301819452975j -4.391981613882793e-13+7.206832943629676e-12j
-1.3100704459183649e-13+8.78964320872794e-13j 0.0021495562718174942-1.741154012676519e-05j 4.6705080698477886e-12+5.042047241931117e-12j
-3.417519301839616e-13-1.005908321087213e-12j 0.0016547861022521955+0.0007207508894002687j 1.5494472969186311e-12+6.1730165622591345e-12j
-1.0278786620365114e-12-5.91540815702661e-13j 0.0009161180636947081+0.0012176223089403104j -9.524165713419651e-13+3.5997015281706485e-12j
-1.1477860634722143e-12+9.539772057236891e-13j 4.941434993794385e-05+0.001575645427185067j -2.3060394262197693e-12+3.2878293298048035e-12j
-8.162051934324907e-13+7.223418617049183e-13j -0.0008762711468256195+0.0013672337550651747j -1.7399710238786126e-12-3.3173023592497297e-13j
1.025138029792413e-12-1.7559180792600142e-12j -0.001606182942689313+0.0008353699104448387j -2.0194253486977864e-12+5.565918963640531e-13j
4.80513760674995e-13-2.5682491146441834e-12j -0.0018995266944097243+0.00016006032421367314j 3.106591461159393e-12-1.7272570963310125e-12j
1.4774360182336395e-13-1.304404226973587e-12j -0.0016139536290594027-0.0004559196542708139j 1.3815296516871313e-12-1.257626516476095e-12j
3.853228353212047e-14+1.488863515734108e-12j -0.0008753527077364175-0.0009115467582374529j 7.068652616556025e-13-3.948643755678354e-12j
-2.8538170419334427e-13+9.988277948537928e-13j -3.7619999352949386e-05-0.0009795085760867265j 2.1966984888253546e-12+4.1793919403215207e-13j
-2.1283888395005134e-12-1.1949340674373742e-12j 0.000575862500276449-0.0008478137130825665j 2.849735046367561e-12-4.17345015285333e-12j
-2.817680910774435e-12-3.973263121114274e-12j 0.001251312201512147-0.00037333753220796407j 5.770594836950075e-12+9.052802129735594e-13j
-2.1393905800809954e-12-4.202208557337527e-12j 0.0011893414208483048+0.00010027812354170672j 3.799785034724292e-12+2.1787969078766723e-13j
-1.951431973628853e-13-3.201245419324302e-12j 0.0009945576502156184+0.00034013153284334277j 4.311650986268429e-12+9.333143070363253e-13j
-2.81801467234693e-13-5.8943649292546305e-12j 0.0007016509557856642+0.00040561963668353084j 3.876239473264456e-12+1.840537633267395e-12j
-6.201968236577072e-13-5.423282379424382e-12j 0.00038304747086466943+0.0001601337131837888j 4.589090778313182e-12-1.5786227947322957e-13j
9.409796152577277e-13-1.62840399171421e-12j 0.00045650001916821284+0.0008941773743348565j -3.0445969499115155e-12+7.96259410668516e-12j
1.8084514862408723e-12-2.136235379989845e-12j 0.0003881014713714149+0.0008650785407876043j -2.4148206921011445e-12+6.3704622286367415e-12j
-2.5631696700815014e-12+1.419448517708541e-12j 0.0003767735657234788+0.0007656720731200076j 4.14228829178534e-12-6.264170843394469e-13j
-1.963988717596547e-12-3.9503276329397844e-14j 0.0005668695170133381+0.00048153941325138755j 1.5055619563329124e-12-1.0896915817417571e-12j
-1.240608210060663e-12+2.5503055486621064e-13j 0.000497854010083347+0.00010496055243230689j -1.0624607478605613e-11-8.374898442125843e-12j
2.436915120392525e-06+2.8262417515382794e-06j 6.474191213402767e-05-0.0001434533080270814j 2.178521360152893e-06+2.526576057440297e-06j
-1.2369598394727752e-13+5.491666120894739e-14j -0.00010176704467730206-1.4564866257714764e-05j 4.321506191188717e-12+2.2372083014332085e-12j
4.841577263000857e-21-2.1494898199968105e-21j -7.083426439980705e-13-2.938288676367698e-12j -3.7009490599342366e-13-1.2711633393006711e-12j
1.774980066349769e-14-1.849974352959666e-13j 9.432882161894952e-14+7.566628175336827e-14j 3.853633881624948e-05-3.455848622962237e-05j
-1.3782154467700357e-06-1.9718746643824825e-06j 4.1398540590215745e-05+1.4268321207976829e-05j 2.7625418726329476e-05+4.846685139593241e-06j
2.1160408197811253e-05+8.008697832601737e-06j -6.941592839555915e-05+5.506454073301842e-05j -7.822466711934082e-05-8.7952300596843e-05j
-3.2016784978795764e-06-4.941969639205007e-06j 3.293318205864573e-05-0.0008738264685813489j 8.10296930633472e-05+0.00040546160032043564j
-6.7946500047978125e-06-2.4996487373719577e-05j 0.0008137034464116761-0.0013936746607820477j 2.591048272244196e-06-2.830902993644478e-05j
-1.0494489720285276e-05-1.8566697317193511e-06j 0.0015033775474171595-0.0007067893435247865j 4.068648232562033e-05+1.7295717408319057e-05j
1.5820855158348852e-05+1.753410448507564e-05j 0.0016520462464469899-5.22516706500113e-05j 9.240884765576672e-05+0.00011153131968629923j
6.586694456859651e-06+2.3875276394944727e-05j 0.001281593283926824+0.0005985443979878327j -3.8633403347498435e-05-8.524030305487303e-05j
2.0407387699059478e-05+1.5528646077841472e-05j 0.0005523400302187068+0.0010458188687289664j 1.176179545726682e-05-3.3405858992838024e-05j
2.0373063225302167e-05-1.6685570425544907e-05j -0.00030737897640363104+0.0013242562460538143j 3.281247512618237e-05-2.959513232781654e-05j
5.4306880027963524e-05+5.513879279918918e-06j -0.0011084896368145224+0.0009553139500521663j -4.5697429116445875e-05-4.797996030352802e-07j
-1.919069540050405e-05+2.6408927801479804e-05j -0.0015874847600496587+0.0003509193311844564j -2.6951345230341445e-06+2.1866169594617447e-05j
-2.7014720630278496e-05+3.945567477408238e-05j -0.0015561475209232012-0.00040528889666121887j -7.351137016550982e-05+5.0331567496291885e-05j
-5.193729879414448e-06+4.4752779428762574e-05j -0.0009813000013954023-0.0010829203573409832j -2.28573129976915e-05-4.576189710560035e-05j
-2.4623995915532796e-06-2.502953543739175e-05j -0.0001810966562546067-0.0012273510498113237j -2.2974099056789424e-05+1.9175389571755143e-05j
6.480772459980575e-05-0.00010698737053266802j 0.000495610605513391-0.0009866407771172746j 4.745986359522652e-05-0.00015092659828078362j
1.413485075090301e-05+1.8556976888205802e-05j 0.0007987743143280425-0.0003055356366045245j -2.6273240983706667e-05+3.7750162721105155e-05j
-0.00012550548797220324+3.3511391555081264e-05j 0.000757987033278436+0.0002126926745346244j 0.0002198695054386694+6.584880752174538e-06j
2.521748174247729e-05+3.997527970173888e-05j 0.0006116623205984589+0.0005717335449749156j -3.3165439713028926e-05+4.707039976765041e-06j
-8.235867335609465e-06+2.2530127907445817e-05j 0.00035098061038626435+0.0007952575607150572j -3.193578920795332e-05-4.251266540565949e-06j
-2.4019351194665676e-06+6.748192277191514e-05j -1.7150016082729637e-05+0.0007928613715695699j -3.125862690857112e-05-1.4630811690737078e-05j
2.4991305614993273e-06+4.253402095220568e-05j -0.00020832915852165695+0.0003067262202360987j 6.932489238010585e-05+6.345646577418995e-05j
-6.865092598739096e-06+2.0473798849688438e-05j -4.1848719734409614e-05+0.00011716241682280057j 2.709477923361613e-05-6.791230706967081e-05j
1.3354938315904065e-05-3.621600945464934e-05j -1.7785128076080733e-05-1.0667553566025441e-05j 3.7169485136143026e-05-8.987620649877314e-05j
-4.247344613717611e-06+8.12469037815856e-06j -0.00010376277402827005+1.814464690069964e-05j 2.835794769838392e-05-2.045284328524164e-05j
2.452761889715453e-05+9.316901460825878e-07j -4.003951792142283e-05+0.0001670879144412067j -2.5037154526351615e-05-4.637822385278765e-05j
9.491423935299113e-06+1.5489995076942184e-06j -5.478702323614831e-05-6.337006027142575e-05j -2.8806903097229565e-05+5.3554908288792475e-05j
5.098291534552075e-06-4.006533137691851e-06j -3.990866848782068e-05-1.6173048070343017e-05j 2.9003656052942305e-05+6.227356824663245e-05j
-2.364373530726052e-06-6.41044989645742e-06j 3.005531634649074e-06-9.389881706183281e-05j -2.7729284815212662e-06-1.573123837452145e-05j
-9.752419465713074e-14+4.329730834223238e-14j -2.1601202182823895e-12-8.675761252036399e-13j 3.6698094935146665e-05-1.6105374556337598e-05j
-1.31950303885604e-07-7.539654385316625e-09j -1.1795562926919056e-07-6.740409652451762e-09j 0.0001840332008409143-9.269951122631761e-05j
-1.5254610258354216e-05+1.032982023617868e-05j 4.0496573957920864e-05+5.605768218213583e-05j 5.674940957387732e-05-1.834697947201156e-05j
1.646039817765134e-05-6.270212023622352e-06j -7.200508726843214e-05+3.923025446071655e-05j -5.3346082649576596e-05-3.442842495821444e-06j
-2.923130438508803e-06-4.1481756073233113e-07j 0.00016597254887662207-0.0004395866337349541j 0.0001906984503374145-0.0002462665884473168j
-9.116820663323876e-06+1.9308372280037945e-05j 0.0007368387405541105-0.0008994853208348401j 4.228630803293644e-05+5.004596446476581e-06j
9.93344593566368e-06-1.501705144620301e-05j 0.0011169067710418337-0.00040840769896285375j -2.228641309749515e-06-9.066461078300487e-06j
1.2058804312505503e-06-1.840146155105995e-06j 0.0012232202857047703+0.0001699262843532658j 5.422800019534706e-05+1.5929805947341813e-05j
-3.5953076231299267e-06-1.5506189385219865e-05j 0.0008680479120969127+0.0005193252110410624j 2.599825769074338e-06-3.739510915536746e-05j
9.502822634872194e-06-1.2000729276632237e-05j 0.0002320786147977825+0.0009433785660253783j -2.415615854210762e-05-1.7994034757982965e-05j
5.636067752567923e-05-1.3515048662255586e-05j -0.0006389747774382478+0.001008668736957085j 7.516149657212906e-07-2.4090436514515928e-05j
-6.351789545783307e-06+2.427168500803641e-05j -0.0011803431705555178+0.0005154896085615283j -2.15268252207076e-05+3.1179887149277855e-05j
-4.0981698012418224e-05-1.1092951643867414e-05j -0.0014382908941902018-0.000251277651989118j -5.038612001801387e-05+6.117064285663271e-06j
3.618730961557676e-05+2.0285434983701978e-05j -0.0010337199013699607-0.0010556023893989012j -7.412825753641759e-05+6.663852646129916e-07j
8.469487866631118e-06+1.796061545564965e-05j -0.0002804162894397446-0.0014490897157686724j -4.803324215451279e-05-3.973375581471883e-05j
2.9045989241589866e-05-6.441945733045674e-05j 0.0005536808284697544-0.0014449136350021517j 0.00012231575222398683-8.830785698702187e-05j
-8.154317975587957e-06-4.68086584373521e-05j 0.0007850570188026887-0.000530274522466613j -5.4810651614676116e-05-4.752080528102292e-05j
-2.9205116357691046e-05+2.608863955081323e-05j 0.0010216861283796378+0.00023674243987351897j 9.711802604000825e-06-1.7131460652133327e-05j
7.107567378289026e-06-3.839487007393444e-05j 0.0009167478589050191+0.0008163997201843035j 4.233745445180931e-05+6.166385898314756e-05j
1.4682208900624078e-05-9.389572753333144e-06j 3.398322034861104e-05+0.001043188966408128j 2.0416853207883148e-05+2.760568888930105e-05j
-4.080499511730492e-05-3.884528280002014e-05j -0.0002925964294430905+0.0012503835885867742j 4.5956600988220485e-05+2.0594561163312642e-05j
-4.348674771365202e-05+5.1220602875250414e-05j -0.0008484310646111423+0.001128934980359621j -0.00014062916037644305+1.7848302421681104e-05j
-1.591901365323328e-05-4.586677039175169e-07j -0.0009966651266634487+0.00015277360148647113j 0.00010298298397725815+7.994492047078504e-06j
2.233025878988463e-05+1.2745508051312975e-06j -0.0006779057615907553-0.0006034356865721277j 7.62456010121732e-05-1.894791700161371e-06j
5.20106165817897e-05-4.146315391693484e-05j -0.0004568135791623049-0.0009156579480173833j 4.316292368816132e-06+4.113965004382454e-05j
-6.2033434751398585e-06+8.662192707121005e-06j -0.00036794063603905343-0.0010551574290247217j 4.28206734627038e-05-2.1521248541810687e-05j
-1.0495956478412754e-05+2.7172329057694582e-05j -0.0004956968792342885-0.0007706257963252024j -3.8233832447057295e-06-3.49509376743177e-05j
1.9307067517443276e-05+3.660556718610492e-05j -0.00020299854196281428+5.8356990776415556e-05j -0.00010049429029378954+0.0001439009732165163j
2.008690539007625e-05+2.791742958562049e-06j 5.0053415868831617e-05+4.325180665421588e-05j -4.5434333934281986e-05+7.282413195626931e-05j
1.5020746306755468e-05+1.205693507980698e-05j 0.00015142423556997517-1.1300722022481832e-05j 9.625622339272886e-06+1.7472907294062827e-06j
5.09495714445024e-07-4.0786406370089676e-07j 4.5547450922921965e-07-3.6461670800539344e-07j 8.402020758115947e-05-5.003591480259177e-05j
-8.163019489538097e-13+4.2831560355085324e-13j 1.3297306150881906e-13+3.711389336179943e-12j 6.4792595265908e-07+2.092317005221469e-05j
-3.444110392235907e-06-7.366271652272158e-06j 2.4627185544802782e-05-1.20706968445122e-05j -1.712511401608175e-05+6.875066827934399e-05j
-1.503298643073164e-05-1.642210508861717e-05j -7.459424621927836e-05+2.339596837662409e-05j 1.561869608614739e-05+0.0001228117941382189j
9.24971181090641e-06+7.876705501382487e-06j 5.305266797821418e-05-0.000451282753535092j -2.244507729470859e-05-6.420383973100719e-05j
6.488507414248315e-06+2.8458296554822824e-05j 0.0003942403428642972-0.000352272584344781j -2.213529500830145e-06-5.0773231990212424e-05j
1.16671763769549e-06+9.055692376031637e-06j 0.0007028388997472029-9.620871500357335e-05j 8.822422699214648e-06+1.687814225344755e-05j
-1.7950079140622694e-05-9.396085072096063e-07j 0.0007928116305938604+0.00039202437180617264j -4.6832682114818806e-05-1.3894047356566164e-05j
-2.1115090736445223e-05-5.65222979084576e-06j 0.0004711450553697735+0.0006790545629685739j -1.4400950328603043e-05-6.16384626821487e-05j
-1.548475067785972e-05-3.2530975651688145e-05j -0.00010863802910052758+0.0008868209264066622j 2.242714655643386e-06+9.621070583080628e-05j
-2.0222921448223032e-05+1.0373042087964238e-05j -0.0007489901261309907+0.0005877112669760914j 2.5415609402518018e-05-1.2918393664702548e-05j
-1.2965650301437522e-05-4.727919089229297e-05j -0.0011331313672855055-7.644494713927471e-05j 3.2141162965025564e-05-2.67027795827901e-05j
2.798264440643025e-05-3.633184917363536e-05j -0.0009425196441555729-0.0009137161403458094j 1.561679260818474e-05-5.7182578274573245e-06j
1.2751107602052797e-05-1.855278329278628e-05j -0.00030625253097110066-0.0015275224241806233j 6.561981391922252e-05+4.417492420239163e-05j
-2.681984252039621e-06-3.3774561462399054e-05j 0.00042003112015200105-0.0018162750270371475j -5.3250155610371444e-05-9.911047233347054e-05j
1.8694119795970975e-05+1.5086404297487952e-05j 0.001096568637818665-0.001097277165804929j -2.2918572068907595e-05+9.009974328907296e-05j
-2.0907198873951658e-05+2.588598467970863e-05j 0.0013293171889405511-0.00012778892538663664j -0.0001576698547585087+9.932027387698194e-06j
0.00011286386875394733-8.902910533734658e-05j 0.0015800724983576154+0.0006722561970887729j 0.0001157083147033915-0.00019660509153373134j
5.166097258198637e-06-7.539308721790194e-06j 0.000896700285176864+0.0015082258115906597j -0.0001049948164311156-6.429490051688771e-05j
-8.849574491657638e-06-3.710139888527707e-05j -0.00013776015903787213+0.0018163166931759848j 3.996227830355527e-05-0.00018924090907871812j
6.34196105368545e-05+5.11057983830617e-05j -0.0007186529999664781+0.0019719896368827136j 0.00026353424855160654+9.110638307881588e-05j
-7.681768221005823e-05-9.371530912803231e-05j -0.0014806069091079623+0.0011279441342010573j 0.00016298748616801645+2.9299995589142888e-05j
4.278990225079972e-05+2.4084010914361288e-05j -0.001866915129510694-0.00017374546500966757j 0.00035624183431422684+2.201565137318523e-05j
5.0184197072550023e-05-2.9846419891617355e-05j -0.001598740687687106-0.001074321197908032j 0.00011130837339042208+0.00026337021103236j
1.344321793477195e-05+2.207705038754248e-05j -0.0008951949108819936-0.0018223486731739956j -0.0001437765373018095+0.00037193169376162675j
3.1891754922085805e-05-1.1774480885069503e-05j -0.0006446621800012175-0.0021443992216047874j -0.000212639034159267+0.000287491689090397j
6.287902918040322e-05+2.1480422211143222e-05j -0.0001407515426121337-0.001606871984590458j 2.8531336901226885e-05-0.00016015357245845692j
6.0006912154328e-05-0.00014318863203303034j -7.463295195987279e-05+0.00037674307979257686j 0.000806270475646514+0.0009333611905237768j
1.1043274813608597e-05-2.297174774932621e-05j 0.00014510940963489933+7.756374663484744e-06j 3.90008165175686e-06-8.007427936303694e-05j
-2.9748763031096762e-05+3.706599088758097e-05j -4.558910114997051e-05-4.9817623504570945e-05j 0.00016805478428926483-0.00013397392130227193j
2.6042933109738783e-12-1.23600790518064e-12j 1.3660582847056135e-11-3.362584947352264e-11j 0.00015487436968141373+5.850684338533398e-05j
-1.2328310072111512e-12-6.331023975412901e-13j 1.995978918571569e-12+6.103963223473707e-12j 7.071293935019494e-05+0.00011298203697654292j
7.85845282321585e-06+1.0580685929203369e-05j -6.857049818589353e-05-9.402801188548316e-05j 0.00010351088904483355+0.00010346459943269617j
-1.0342681459007947e-05-5.038771823363837e-06j -3.949707301018178e-05+0.00012645334502484797j 0.00012764765133698486+0.0002269014855004749j
2.3425501763067985e-05+1.0767948261996486e-05j 3.956076864521382e-05-0.00019060953792539894j 0.0003165092531661958+0.000505490020236529j
1.3932083196118326e-05+2.3776581249110072e-05j 0.00036941300169830704-0.00022142319288421847j -0.00010142417645578375+0.00020719353518366474j
-1.4436113875814657e-05+4.329525157227323e-05j 0.0006983510673180825+0.0001856720942710102j -0.00020355726952980995+0.0001531274358336748j
-4.47794702217232e-05+2.236841665939299e-05j 0.0003592409386048834+0.0006128786381579j -0.0002078303639498949+2.7465497027080065e-05j
-3.3233028933464096e-05+3.462584301860448e-07j 7.335931976847506e-05+0.0008383789443184926j -9.685890807066284e-05-4.843064877366838e-06j
-2.7973536526451666e-05+1.7485408207327068e-05j -0.00044001965389535224+0.0006245689030839664j 9.959248027433307e-06-0.00012798792069582048j
-1.978675636228867e-05+2.289268585959849e-06j -0.0008739881926803747+0.00017396113616720719j 9.945197400112138e-05-1.8103306727004892e-05j
2.8931017954526014e-05-9.775598259538571e-05j -0.0006744199995678874-0.0007370075976904589j 0.0002022109776829565-2.2709414038958103e-05j
-2.3845190674933992e-05-0.00010524245212342032j -0.0002681779859341418-0.001475009137956664j 0.0002969193379326643+7.452433439234878e-05j
-1.2791682333580115e-05-5.7125040717529554e-05j 0.00040039576854612556-0.001935926987128519j 0.00015246614198743838+0.00013599171629399278j
3.3853208047428964e-05+5.969795245444346e-05j 0.0011984065360779357-0.0015287240697595998j 6.679234372809837e-05+0.00025380741399924406j
6.57277628224095e-05+2.0582694614170877e-05j 0.0017734742769520242-0.0008271984944659859j -0.00018849463031201654+0.00023075497047383224j
2.95450125885362e-06+1.1200189584550474e-05j 0.00202432610261812+0.00015737241084538942j -0.00027141171876523347+3.490193891952037e-05j
-7.958210611576776e-05-7.606813101214217e-07j 0.0013905182735502231+0.0015514214133943525j -0.0003385511360207706-0.00012959469203077418j
-1.759632734013016e-05+4.4256404093299185e-05j 0.0007187316993336229+0.0022618699788452476j -0.00019590327258655276-0.0003433633585761944j
-1.4264723036097035e-05-3.195655617497985e-06j -0.0003768949401192472+0.002661973460409491j 0.00010489217388089473-0.000388484608895818j
1.8316987061129004e-05-5.4863568096989826e-05j -0.0014843650039898738+0.0019068185334381342j 0.00036169665258850044-0.00030134029688307106j
-2.1139624461871354e-05+1.4790435613456445e-05j -0.002351078529636536+0.0008134591426356424j 0.0006439467738455854+2.41440492165799e-05j
1.569906829296229e-05+3.367625727576035e-05j -0.002662482770520605-0.0004355471034342455j 0.0008712902874207025+0.0007481121253356723j
-6.708121550896661e-06+7.91854799151334e-05j -0.002452669032468894-0.0016764212142628529j 0.00027820742860638914+0.0011149784796272739j
-8.256921866025866e-05+7.261668492804046e-05j -0.00157392240137542-0.0027916992064118875j -0.00035357483552249966+0.001442235205229114j
5.482385071015067e-05+2.2807403203901596e-05j -0.000563295700499087-0.00040892413753015037j -0.001120824465217675+0.0022517845384673256j
0.00015075508028468822+3.752015422559111e-05j 0.0003387233040312205+0.0021402249837984295j -0.0014064116296312302+0.0027375653759097057j
0.0002069900093769647+1.3283216244805125e-05j 0.0018749881380860684+0.00128063758549763j 0.0019675061798651947+0.008489271625782158j
-3.1792842762847854e-05-0.00018902041689418636j 0.0006993767016372302+0.0009931601482964891j 0.001107056495606708-0.001051923690383618j
-5.030151787838565e-05+7.718092658316e-05j 0.00024280193888122015+0.00023186450348768462j 0.001140072889663393+2.971370627222091e-05j
6.436781051136143e-12-2.075536426708643e-11j -9.51960047069827e-12-4.919069987638199e-11j 0.0015163699570347716+0.0010455088716557488j
-1.017796677346303e-12-1.1172360750230487e-12j -9.316326801815745e-14-3.584189451153571e-13j 2.328697264150037e-05+0.0001517478640962346j
-1.1680714917176799e-07+1.4008846839035036e-05j 2.3689337116104705e-06-4.233671506746283e-06j 4.953442629932392e-05+0.00013996687124982394j
-1.586692531287463e-05-9.925231807105624e-06j 3.5212193243428415e-05-5.2647146333866144e-06j 2.658962143406464e-05+0.00018768350018389656j
2.164145419970629e-05+2.184823101582635e-05j 2.4764402464168863e-05-0.00010526493488927612j 5.13065112832065e-05+0.0005854227659460963j
2.294660168910659e-05+3.790176668433869e-05j 0.0001084863310367343-0.00010463000571616697j -0.00012400437498470956+0.0002404125442369693j
-2.877933624720448e-06+3.283115560983616e-05j 0.00019297629441232715+3.801066975632455e-05j -0.00020773384727757203+0.00015304980620421652j
-3.5215858633922766e-05+1.2716103795184014e-05j 0.00011242910506372549+0.00019575957726954485j -0.00029970672658258214+1.3642833195721597e-05j
-2.7455139364229237e-05-1.1457481410714314e-05j -2.4720023476961298e-05+0.00027884879199180677j -0.00017076180722871647+1.1617055243467674e-05j
-2.717369701995698e-05+6.28538422081345e-06j -0.000160243532556448+0.0002458635101264028j -1.3642826151777857e-05-0.00010142615866975437j
1.1831451649006576e-06-3.340480732690577e-05j -0.00020413759462800185+7.115209633265614e-05j 8.223162771582472e-05-9.669350071245741e-05j
4.733974308568923e-05-9.459245951950874e-05j -0.00015054676689080655-0.00010699977997779762j 0.0001934655301652864-4.666499137882726e-05j
4.053343894194562e-05-8.80271006161948e-05j 2.6584727638497946e-05-0.00031472249235135817j 0.0002245881259056208+5.384482186793274e-05j
-1.3803656776409965e-05-6.385800194217676e-05j 0.0002445495819193353-0.000377212628358651j 0.00020304351710796376+0.00012302501758767122j
2.4946313959180344e-05+6.091794093451184e-05j 0.0004869392669406517-0.0003336424884174241j 0.00011792544333357193+0.00022282134159266933j
4.296310180306768e-05+5.6995845069179895e-05j 0.0006348512300312944-0.00013706229138496853j -0.00010929539407186428+0.00018442692574261382j
3.0856281864559095e-05+7.448638824584098e-06j 0.0005637492120055161+0.0001944627471863821j -0.00022495672262352336+6.022193937953352e-05j
-9.109198318442047e-05+6.75207761840538e-06j 0.00030633268061105204+0.0005633971288384419j -0.00028304756464124644-9.5291243678076e-05j
8.15684304556955e-07+3.657626050916915e-05j -0.00011815291914214783+0.0008567107893068042j -0.000139070031268284-0.00019584670053348458j
-7.008630319779588e-05-1.1663103877933795e-05j -0.0006834726572506431+0.0008668810764955082j -8.039109539150276e-05-0.0002941534831375568j
4.577701264545304e-05-3.553429569109642e-05j -0.0012177822731920867+0.0005018587058955965j 0.00025669926318781853-0.00034494746763142985j
-7.534010752043463e-06-9.094120889996999e-06j -0.0014355660362715382-9.899194378859277e-05j 0.00046333032707753506-0.00010653501239681224j
3.2610648370914264e-06-2.036441449722697e-05j -0.0012147063615531107-0.0010268106797871168j 0.0005768872837645352+0.00033822516956766524j
6.536999616892809e-05-3.3770924176672585e-05j -0.0003916415680199277-0.002092385968901853j 0.0001955542689357815+0.0006977584862664222j
-1.245008467416308e-06-4.17789716352231e-06j 0.0006001974343895871-0.0022708752704360354j -0.0006909792755846088+0.0013403473119500472j
-8.275950546375562e-05+8.354133495168476e-05j 0.0030016110613083923-0.0030526100278335136j -0.003842045135519229+0.0033528023415537542j
5.5774493672458854e-05+0.00012547288056063172j 0.00045707585913103274-0.0005154597753625505j -0.004147999348761931+0.0036378693716362684j
0.00013853319638270636+0.00010260941038759475j -0.0018989797805636015+0.0021295684505613353j -0.0006354200308273079+0.007861850681663212j
0.00022371631483433826-0.0001851537625450401j 9.08515156835135e-05-0.0001224896053899603j 0.003049873044469178-0.0010088927689093595j
-0.00014455689023606385+8.205868017303491e-05j 5.5276471031689135e-05-0.00011804932433227255j 0.0010859535004763222+0.0004616044448574584j
1.499718867962824e-11-2.170676152608645e-11j 2.229962599736355e-11-1.2999557874496235e-11j 0.0011914959591811933+0.0019260862414186277j
-7.22531168893494e-13-1.5280339425832799e-12j -1.3819281707550432e-14-8.102499966300584e-13j -4.134731915171479e-05+0.00015973762095072768j
-1.4027602437241372e-06+5.760168616262585e-06j -4.976096575068532e-06+6.418206249640144e-06j -3.418835535364419e-05+0.00017726902886193243j
-4.0255980040913745e-06-1.6899461916041666e-05j 9.035711367554022e-06-3.61772617327234e-07j -0.00011846423513527777+0.00019840253970337062j
3.1877014356898327e-05+2.5651395881304164e-05j 0.00010530672954806203-0.00015778442091775026j -0.00026666184065485385+0.00045165825268350993j
2.6887548023039304e-05+3.085660891455328e-05j 0.00018063613839862939-8.536501439047206e-05j -0.0001660659151854754+0.00021468350702138632j
2.3423855676927625e-06+2.1913879500931636e-05j 0.00021139889946774208+8.564155485347991e-05j -0.00025275071350474974+0.00011611695125800955j
-2.2988956684054273e-05-1.8952662665048315e-06j 0.0001185364383048196+0.0002558123689277905j -0.0003359621250460155-2.9302555188871234e-05j
-2.1387961858485442e-05-2.3773195222137885e-05j -4.673691765653329e-05+0.00034868316513744487j -0.00019617657777509516+2.516614457695348e-06j
-2.0569876530752483e-05-2.0785096993103167e-05j -0.00023145225729602617+0.0002848521830078724j -0.00010291936294130126-0.00012803072989579306j
6.154371028094463e-06-4.014461203105603e-05j -0.0002952790425004747+0.00012290260660065296j 4.604504296439823e-05-0.0001322046247327606j
4.627207939598533e-05-5.9148129074062457e-05j -0.00022678808458152726-0.00012675974723283366j 0.0001491618020951129-0.00013910468019036272j
2.6896514968405966e-05-6.561638490873773e-05j -1.1217002002478466e-06-0.000333404084391626j 0.00023111189840662851+3.7322992791499664e-05j
-3.671777556785626e-06-5.4797087437056704e-05j 0.0002539031620090045-0.00039960128528363956j 0.0002219323265182789+9.639301556620052e-05j
2.9686153178848132e-05+6.626834483354751e-05j 0.0005196886627864862-0.00034447421392395987j 0.0001498250061375176+0.00014524179925628477j
3.6004251071173505e-05+2.162735806294377e-05j 0.0007046964741766504-9.933833409595877e-05j -5.866096354081824e-06+0.0001672904549000232j
4.6744716641573244e-05+5.663151001668661e-06j 0.0006369259131521814+0.00025780382101877887j -0.00013559750107367647+8.661025366502101e-05j
-0.00010390830806609898+2.533445848871086e-05j 0.0003448493336713714+0.0006268866149161053j -0.0001588652870338224-1.2391214460640897e-05j
1.376678801855618e-05+5.142109383585634e-05j -0.00016066565024016227+0.0009675342011360695j -0.0001068998633912429+4.8926721961373584e-05j
